Rank,Player,Position,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,Check,HR_all,AB_all,AVG_all,OBP_all,OPS_all,Rank_all
8,CalRaleigh,DH,SEA,20,59,5,11,2,0,5,10,3,18,0,1,0.186,0.226,0.475,0.701,147,60,596,0.247,0.359,0.948,1
116,KyleSchwarber,DH,PHI,17,49,3,9,3,0,2,7,6,19,0,0,0.184,0.298,0.367,0.665,145,56,604,0.24,0.365,0.928,2
264,ShoheiOhtani,DH,LAD,10,23,4,7,3,0,1,2,4,7,0,0,0.304,0.407,0.565,0.972,172,55,611,0.282,0.392,1.014,3
264,AaronJudge,RF,NYY,14,33,5,4,1,0,1,5,7,18,0,0,0.121,0.268,0.242,0.51,179,53,541,0.331,0.457,1.145,4
16,JuniorCaminero,3B,TB,15,47,7,7,0,1,4,10,3,9,0,0,0.149,0.2,0.447,0.647,159,45,602,0.264,0.311,0.846,6
16,JuanSoto,RF,NYM,16,38,10,11,2,0,4,9,7,6,0,0,0.289,0.391,0.658,1.049,152,43,577,0.263,0.396,0.921,7
116,PeteAlonso,1B,NYM,21,55,8,14,5,0,2,10,8,12,0,0,0.255,0.344,0.455,0.799,170,38,624,0.272,0.347,0.871,8
16,JoAdell,CF,LAA,23,64,6,11,1,0,4,13,1,17,1,1,0.172,0.194,0.375,0.569,124,37,526,0.236,0.293,0.778,9
48,RileyGreene,LF,DET,18,48,7,14,3,0,3,8,6,19,0,0,0.292,0.364,0.542,0.906,155,36,600,0.258,0.313,0.806,10
116,NickKurtz,X,ATH,14,23,4,6,0,0,2,5,7,5,0,0,0.261,0.452,0.522,0.974,122,36,420,0.29,0.383,1.002,10
116,TaylorWard,LF,LAA,18,48,5,14,3,0,2,6,6,18,1,0,0.292,0.37,0.479,0.849,132,36,579,0.228,0.317,0.792,10
48,ByronBuxton,CF,MIN,16,41,7,13,2,0,3,6,7,16,2,0,0.317,0.42,0.585,1.005,129,35,488,0.264,0.327,0.878,13
586,RafaelDevers,DH,BOS,5,14,0,3,1,0,0,2,1,5,0,0,0.214,0.267,0.286,0.553,153,35,607,0.252,0.372,0.851,13
16,TrentGrisham,CF,NYY,13,28,5,6,0,0,4,6,9,11,1,0,0.214,0.395,0.643,1.038,116,34,494,0.235,0.348,0.812,15
264,MichaelBusch,1B,CHC,14,36,8,15,3,1,1,12,3,6,1,0,0.417,0.475,0.639,1.114,137,34,524,0.261,0.343,0.866,15
48,SeiyaSuzuki,RF,CHC,14,36,6,9,1,0,3,9,4,11,1,0,0.25,0.333,0.528,0.861,140,32,571,0.245,0.326,0.804,17
116,VinniePasquantino,1B,KC,17,48,6,10,4,0,2,9,1,6,0,0,0.208,0.216,0.417,0.633,164,32,621,0.264,0.323,0.798,17
264,GeorgeSpringer,RF,TOR,15,37,5,4,1,0,1,5,8,9,0,0,0.108,0.298,0.216,0.514,154,32,498,0.309,0.399,0.959,17
8,SpencerTorkelson,DH,DET,19,50,6,17,2,0,5,11,4,11,1,0,0.34,0.389,0.68,1.069,135,31,563,0.24,0.333,0.789,21
16,CorbinCarroll,RF,AZ,16,45,12,18,1,1,4,10,4,10,2,0,0.4,0.449,0.733,1.182,146,31,564,0.259,0.343,0.884,21
16,BrandonLowe,2B,TB,17,43,10,12,0,0,4,9,7,13,0,0,0.279,0.373,0.558,0.931,130,31,507,0.256,0.307,0.784,21
16,JamesWood,LF,WSH,16,46,9,13,4,0,4,11,7,17,0,0,0.283,0.377,0.63,1.007,153,31,598,0.256,0.35,0.825,21
48,JazzChisholm,2B,NYY,19,48,9,10,2,0,3,12,6,17,3,0,0.208,0.309,0.438,0.747,112,31,462,0.242,0.332,0.813,21
48,PeteCrow-Armstrong,CF,CHC,13,34,9,17,4,0,3,11,0,8,2,0,0.5,0.486,0.882,1.368,146,31,591,0.247,0.287,0.768,21
48,HunterGoodman,C,COL,19,45,13,20,6,1,3,10,4,4,0,0,0.444,0.5,0.822,1.322,150,31,540,0.278,0.323,0.843,21
116,SheaLangeliers,C,ATH,17,42,7,12,5,0,2,3,1,1,0,0,0.286,0.318,0.548,0.866,133,31,481,0.277,0.325,0.861,21
586,FranciscoLindor,SS,NYM,19,60,4,12,3,0,0,5,6,10,2,0,0.2,0.273,0.25,0.523,172,31,644,0.267,0.346,0.812,21
48,WillyAdames,SS,SF,18,51,9,17,2,0,3,10,4,12,2,0,0.333,0.393,0.549,0.942,133,30,591,0.225,0.318,0.739,30
48,BrentRooker,DH,ATH,16,39,5,10,3,0,3,11,2,12,0,0,0.256,0.283,0.564,0.847,164,30,626,0.262,0.335,0.814,30
116,SalvadorPerez,C,KC,17,46,7,13,2,0,2,8,1,11,0,0,0.283,0.292,0.457,0.749,141,30,597,0.236,0.284,0.73,30
16,CodyBellinger,CF,NYY,19,52,15,22,5,0,4,8,4,9,0,0,0.423,0.464,0.75,1.214,160,29,588,0.272,0.334,0.814,34
48,MattOlson,1B,ATL,19,49,7,9,0,0,3,7,5,12,0,0,0.184,0.259,0.367,0.626,170,29,624,0.272,0.366,0.85,34
48,ChristianYelich,LF,MIL,12,34,5,12,2,1,3,11,2,8,0,0,0.353,0.389,0.735,1.124,151,29,573,0.264,0.343,0.795,34
264,KetelMarte,2B,AZ,21,61,11,21,2,1,1,10,4,11,0,0,0.344,0.388,0.459,0.847,136,28,480,0.283,0.376,0.893,37
16,KyleManzardo,1B,CLE,19,53,6,17,3,1,4,8,2,18,0,0,0.321,0.357,0.642,0.999,110,27,470,0.234,0.313,0.768,38
48,RandyArozarena,LF,SEA,19,60,8,21,4,0,3,7,3,16,4,0,0.35,0.381,0.567,0.948,146,27,613,0.238,0.334,0.76,38
116,MannyMachado,3B,SD,15,33,5,7,2,0,2,3,3,10,0,0,0.212,0.278,0.455,0.733,169,27,615,0.275,0.335,0.795,38
264,AndyPages,CF,LAD,14,36,5,7,0,0,1,4,4,8,0,0,0.194,0.293,0.278,0.571,158,27,581,0.272,0.313,0.774,38
586,BryceHarper,1B,PHI,14,41,3,12,2,0,0,4,2,9,0,0,0.293,0.341,0.341,0.682,131,27,501,0.261,0.357,0.844,38
586,ChristianWalker,1B,HOU,4,8,2,4,3,0,0,0,2,1,0,0,0.5,0.6,0.875,1.475,139,27,585,0.238,0.297,0.718,38
8,BenRice,C,NYY,20,62,11,15,2,0,5,10,7,17,1,0,0.242,0.319,0.516,0.835,119,26,467,0.255,0.337,0.836,44
48,JorgePolanco,3B,SEA,13,39,7,12,3,0,3,8,1,5,0,0,0.308,0.325,0.615,0.94,125,26,471,0.265,0.326,0.821,44
48,MikeTrout,RF,LAA,17,39,6,11,2,0,3,5,12,13,0,1,0.282,0.462,0.564,1.026,106,26,456,0.232,0.359,0.798,44
264,JoseAltuve,LF,HOU,14,38,4,7,3,0,1,5,4,11,0,0,0.184,0.256,0.342,0.598,156,26,588,0.265,0.329,0.771,44
264,KerryCarpenter,RF,DET,19,53,3,17,1,0,1,6,4,10,0,0,0.321,0.362,0.396,0.758,109,26,433,0.252,0.291,0.788,44
116,TrevorStory,SS,BOS,15,45,7,15,5,0,2,8,0,14,0,0,0.333,0.34,0.578,0.918,161,25,612,0.263,0.308,0.741,50
264,BrandonNimmo,LF,NYM,9,29,3,10,3,1,1,5,4,4,0,0,0.345,0.424,0.621,1.045,154,25,587,0.262,0.324,0.76,50
264,TylerSoderstrom,1B,ATH,20,54,5,12,0,0,1,4,3,5,2,0,0.222,0.263,0.278,0.541,155,25,561,0.276,0.346,0.82,50
264,FernandoTatis,RF,SD,14,27,6,7,1,0,1,1,5,6,1,0,0.259,0.394,0.407,0.801,159,25,594,0.268,0.368,0.814,50
586,KyleStowers,LF,MIA,16,40,2,7,0,0,0,3,12,18,2,0,0.175,0.365,0.175,0.54,115,25,399,0.288,0.368,0.912,50
48,FreddieFreeman,1B,LAD,12,33,3,7,2,0,3,6,1,8,0,0,0.212,0.235,0.545,0.78,164,24,556,0.295,0.367,0.869,57
116,MickeyMoniak,CF,LAA,21,52,6,10,1,1,2,9,4,18,3,2,0.192,0.241,0.365,0.606,117,24,434,0.27,0.306,0.824,57
586,DansbySwanson,SS,CHC,14,33,6,8,4,0,0,2,3,6,1,1,0.242,0.324,0.364,0.688,144,24,590,0.244,0.3,0.717,57
16,BobbyWitt,SS,KC,18,50,10,18,4,0,4,8,3,11,1,1,0.36,0.4,0.68,1.08,184,23,623,0.295,0.351,0.852,62
264,VladimirGuerrero,1B,TOR,18,47,10,14,4,0,1,5,5,9,0,0,0.298,0.365,0.447,0.812,172,23,589,0.292,0.381,0.848,62
586,IanHapp,LF,CHC,14,33,5,9,5,0,0,1,7,12,1,0,0.273,0.415,0.424,0.839,138,23,569,0.243,0.342,0.762,62
1,MattWallner,RF,MIN,18,58,8,12,2,0,6,14,3,18,0,0,0.207,0.281,0.552,0.833,68,22,336,0.202,0.311,0.775,65
16,EllyDe La Cruz,SS,CIN,18,44,14,18,4,0,4,12,10,12,6,2,0.409,0.519,0.773,1.292,166,22,629,0.264,0.336,0.776,65
116,WyattLangford,LF,TEX,12,33,7,14,1,1,2,7,4,8,0,0,0.424,0.486,0.697,1.183,118,22,489,0.241,0.344,0.775,65
